Stand name,Date Sampled,Plot ID,Nickname,CWD subplot ID,Species code (if possible),Length (m),Endpoint 1 diameter (cm),Midpoint diameter (cm),Endpoint 2 diameter (cm),Decay class of whole piece,Avg. Diameter (cm),Avg. Radius (cm),Avg. Area (cm^2),Species Code + Decay Class,Density,Est. Tapered Volume (cm^3),Estimated Biomass (taper) (g)
DNR1987,5/14/2014,1,Sandy,240,POGR,1.22,5.7,5.4,8.0,4,6.4,3.183333333,31.83567822,POGR4,0.267329766,36.53721998,9.767486451
DNR1987,5/14/2014,1,Sandy,240,POGR,0.55,5.5,5.2,5.7,4,5.5,2.733333333,23.47118778,POGR4,0.267329766,12.60341523,3.369268038
DNR1987,5/14/2014,1,Sandy,240,POGR,0.45,5.9,5.9,6.1,1,6.0,2.983333333,27.96104728,POGR1,0.598686865,12.51374894,7.491817117
DNR1987,5/14/2014,1,Sandy,0,Stump - POGR,0.43,6.1,6.2,7.6,4,6.6,3.316666667,34.55839185,Stump - POGR4,,14.45390493,0
DNR1987,5/14/2014,1,Sandy,240,Stump - POGR,0.67,7.2,6.5,5.7,1,6.5,3.233333333,32.84360586,Stump - POGR1,0.598686865,22.16074222,13.26734528
DNR1987,5/14/2014,2,Sheila,0,POGR,1.69,5.0,5.4,5.3,4,5.2,2.616666667,21.51031037,POGR4,0.267329766,36.95045722,9.877957066
DNR1987,5/14/2014,2,Sheila,0,POGR,1.72,5.0,5.6,5.5,2,5.4,2.683333333,22.62033977,POGR2,0.377954178,39.79931889,15.04231885
DNR1987,5/14/2014,2,Sheila,120,POGR,3.85,5.0,5.8,6.2,1,5.7,2.833333333,25.22000769,POGR1,0.598686865,98.61564059,59.03988868
DNR1987,5/14/2014,2,Sheila,120,POGR,2.70,6.7,7.4,8.5,4,7.5,3.766666667,44.57221844,POGR4,0.267329766,119.8619699,32.04267231
DNR1987,5/14/2014,2,Sheila,120,POGR,2.80,7.0,5.8,5.0,4,5.9,2.966666667,27.64950601,POGR4,0.267329766,77.29155686,20.66233377
DNR1987,5/14/2014,2,Sheila,120,POGR,1.01,7.7,6.6,6.3,3,6.9,3.433333333,37.03239607,POGR3,0.284290647,36.8201204,10.46761586
DNR1987,5/14/2014,2,Sheila,120,POGR,0.83,5.3,5.9,5.1,4,5.4,2.716666667,23.18582645,POGR4,0.267329766,20.10833974,5.375557748
DNR1987,5/14/2014,2,Sheila,120,POGR,0.81,5.2,5.4,5.0,4,5.2,2.6,21.23716634,POGR4,0.267329766,17.54139674,4.689337478
DNR1987,5/14/2014,2,Sheila,240,POGR,2.00,6.2,5.4,5.0,3,5.5,2.766666667,24.04714643,POGR3,0.284290647,47.71032043,13.56359787
DNR1987,5/14/2014,2,Sheila,240,POGR,2.44,6.4,6.0,5.0,3,5.8,2.9,26.42079422,POGR3,0.284290647,65.91040443,18.73771153
DNR1987,5/14/2014,2,Sheila,240,POGR,1.79,5.3,5.7,6.2,2,5.7,2.866666667,25.8169103,POGR2,0.377954178,46.17321769,17.45136053
DNR1987,5/14/2014,2,Sheila,240,POGR,2.24,6.7,6.4,6.4,3,6.5,3.25,33.1830724,POGR3,0.284290647,73.77590524,20.97379985
DNR1987,5/14/2014,2,Sheila,240,POGR,0.31,5.0,5.2,5.0,4,5.1,2.533333333,20.16204352,POGR4,0.267329766,6.333555509,1.693147909
DNR1987,5/14/2014,2,Sheila,240,POGR,3.40,7.8,7.0,5.0,2,6.6,3.3,34.211944,POGR2,0.377954178,121.6969218,45.99586004
DNR1987,5/14/2014,2,Sheila,240,POGR,1.36,6.1,5.8,5.0,3,5.6,2.816666667,24.92417438,POGR3,0.284290647,34.51343217,9.811845968
DNR1987,5/14/2014,2,Sheila,240,POGR,0.67,5.6,5.4,5.9,5,5.6,2.816666667,24.92417438,POGR5,0.067965232,16.3644645,1.112214625
DNR1987,5/14/2014,2,Sheila,240,POGR,1.44,5.5,5.1,5.0,2,5.2,2.6,21.23716634,POGR2,0.377954178,30.31385583,11.45724846
DNR1987,5/14/2014,2,Sheila,240,POGR,0.29,5.9,5.6,5.9,2,5.8,2.9,26.42079422,POGR2,0.377954178,7.532204006,2.846827973
DNR1987,5/14/2014,2,Sheila,240,POGR,0.77,5.0,5.0,5.0,2,5.0,2.5,19.63495408,POGR2,0.377954178,15.11891465,5.714256955
DNR1987,5/14/2014,2,Sheila,240,POGR,1.13,5.2,6.1,5.9,2,5.7,2.866666667,25.8169103,POGR2,0.377954178,30.1720391,11.40364823
DNR1987,5/14/2014,2,Sheila,240,POGR,0.98,6.5,5.4,5.3,2,5.7,2.866666667,25.8169103,POGR2,0.377954178,24.67883345,9.327468208
DNR1987,5/14/2014,2,Sheila,0,Stump - POGR,0.89,6.6,5.6,5.0,4,5.7,2.866666667,25.8169103,Stump - POGR4,,22.86210278,0
DNR1987,5/14/2014,2,Sheila,0,Stump - POGR,0.96,6.0,5.5,5.4,2,5.6,2.816666667,24.92417438,Stump - POGR2,0.377954178,18.07106926,6.830036126
DNR1987,5/14/2014,2,Sheila,0,Stump - POGR,0.66,9.3,6.6,6.2,4,7.4,3.683333333,42.621813,Stump - POGR4,,27.15789039,0
DNR1987,5/14/2014,2,Sheila,120,Stump - POGR,1.32,6.9,6.2,5.3,2,6.1,3.066666667,29.54493358,Stump - POGR2,0.377954178,30.84690557,11.65871683
DNR1987,5/14/2014,2,Sheila,240,Stump - POGR,0.49,6.5,5.2,5.4,4,5.7,2.85,25.51758633,Stump - POGR4,,12.01807107,0
DNR1987,5/14/2014,2,Sheila,240,Stump - POGR,0.59,5.3,5.7,7.6,3,6.2,3.1,30.1907054,Stump - POGR3,0.284290647,9.59071623,2.726550924
DNR1987,5/14/2014,3,Sophie,0,?,0.41,5.2,5.3,5.0,2,5.2,2.583333333,20.96576764,?2,0.431413192,8.709384954,3.757343563
DNR1987,5/14/2014,3,Sophie,0,POGR,0.48,6.2,6.6,5.3,4,6.0,3.016666667,28.58936581,POGR4,0.267329766,14.42305187,3.855711075
DNR1987,5/14/2014,3,Sophie,0,POGR,1.23,6.1,6.7,7.6,4,6.8,3.4,36.31681108,POGR4,0.267329766,44.52477166,11.90279677
DNR1987,5/14/2014,3,Sophie,0,POGR,0.36,5.8,6.0,6.0,4,5.9,2.966666667,27.64950601,POGR4,0.267329766,10.01099915,2.676238056
DNR1987,5/14/2014,3,Sophie,0,POGR,0.21,6.4,5.7,6.0,4,6.0,3.016666667,28.58936581,POGR4,0.267329766,5.844697513,1.562461616
DNR1987,5/14/2014,3,Sophie,120,Stump - POGR,0.44,5.0,5.3,6.7,4,5.7,2.833333333,25.22000769,Stump - POGR4,,10.83263035,0
1911,5/8/2014,AC103,Anya,120,?,1.84,6.0,7.3,5.0,2,6.1,3.05,29.22466566,?2,0.431413192,59.70324567,25.75676779
1911,5/8/2014,AC103,Anya,120,?,0.20,5.2,6.1,6.0,5,5.8,2.883333333,26.11797959,?5,0.160673856,5.387307802,0.865599519
1911,5/8/2014,AC103,Anya,120,ACRU,0.54,6.2,6.7,14.7,3,9.2,4.6,66.47610055,ACRU3,0.31,34.23597718,10.61315293
1911,5/8/2014,AC103,Anya,240,ACRU,0.77,5.0,5.6,5.4,3,5.3,2.666666667,22.34021443,ACRU3,0.31,17.65082888,5.471756954
1911,5/8/2014,AC103,Anya,0,POGR,0.23,6.6,6.6,5.0,4,6.1,3.033333333,28.90614307,POGR4,0.267329766,6.99203333,1.869178631
1911,5/8/2014,AC103,Anya,120,POGR,0.75,7.0,5.6,6.2,2,6.3,3.133333333,30.84345854,POGR2,0.377954178,21.99900256,8.314614926
1911,5/8/2014,AC103,Anya,120,POGR,0.83,5.0,5.5,5.4,4,5.3,2.65,22.06183441,POGR4,0.267329766,18.67202976,4.991589337
1911,5/8/2014,AC103,Anya,240,POGR,0.86,18.3,24.6,32.6,4,25.2,12.58333333,497.4406534,POGR4,0.267329766,434.547007,116.1673495
1911,5/8/2014,AC103,Anya,0,QURU,0.25,5.0,9.2,5.0,5,6.4,3.2,32.16990877,QURU5,0.2341,10.18661418,2.384686379
1911,5/8/2014,AC103,Anya,120,QURU,2.28,5.0,6.8,6.3,3,6.0,3.016666667,28.58936581,QURU3,0.43043,69.8405892,30.06148481
1911,5/8/2014,AC103,Anya,0,Stump - PIST,0.30,20.2,17.8,10.7,1,16.2,8.116666667,206.9689967,Stump - PIST1,0.598686865,67.00349542,40.1141126
1911,5/8/2014,AC103,Anya,120,Stump - PIST,0.93,62.0,73.0,97.0,5,77.3,38.66666667,4697.030083,Stump - PIST5,,4323.844655,0
1911,5/8/2014,AC104,Alice,240,?,1.38,11.0,10.9,9.3,5,10.4,5.2,84.94866535,?5,0.160673856,120.3759345,19.34126558
1911,5/8/2014,AC104,Alice,240,?,2.20,5.0,7.4,6.6,5,6.3,3.166666667,31.503193,?5,0.160673856,76.00350387,12.21177605
1911,5/8/2014,AC104,Alice,0,POGR,1.02,12.0,12.0,13.7,4,12.6,6.283333333,124.0309506,POGR4,0.267329766,123.9164308,33.12655041
1911,5/8/2014,AC104,Alice,120,POGR,0.56,17.1,14.8,14.7,4,15.5,7.766666667,189.5043595,POGR4,0.267329766,103.8876519,27.77226164
1911,5/8/2014,AC104,Alice,120,POGR,4.20,14.7,12.8,10.0,4,12.5,6.25,122.718463,POGR4,0.267329766,527.7490813,141.0830382
1911,5/8/2014,AC104,Alice,120,POGR,1.84,7.0,9.0,9.8,5,8.6,4.3,58.08804816,POGR5,0.067965232,110.3695953,7.501295141
1911,5/8/2014,AC104,Alice,120,POGR,0.88,6.5,6.6,5.5,4,6.2,3.1,30.1907054,POGR4,0.267329766,27.51008911,7.354265672
1911,5/8/2014,AC104,Alice,120,POGR,0.66,6.2,5.7,5.0,4,5.6,2.816666667,24.92417438,POGR4,0.267329766,16.6100716,4.440366546
1911,5/8/2014,AC104,Alice,120,POGR,1.13,5.0,6.6,7.1,4,6.2,3.116666667,30.51620931,POGR4,0.267329766,35.85351779,9.584712504
1911,5/8/2014,AC104,Alice,120,POGR,1.23,5.0,5.8,6.5,5,5.8,2.883333333,26.11797959,POGR5,0.067965232,32.39936285,2.202030209
1911,5/8/2014,AC104,Alice,120,POGR,1.13,5.0,6.0,5.9,5,5.6,2.816666667,24.92417438,POGR5,0.067965232,29.17064336,1.98258954
1911,5/8/2014,AC104,Alice,240,POGR,1.01,7.3,6.9,6.4,3,6.9,3.433333333,37.03239607,POGR3,0.284290647,37.5472682,10.67433718
1911,5/8/2014,AC104,Alice,0,QURU,0.39,5.0,5.2,5.0,3,5.1,2.533333333,20.16204352,QURU3,0.43043,7.968021447,3.429675472
1911,5/8/2014,AC104,Alice,120,QURU,2.54,5.3,7.2,10.4,1,7.6,3.816666667,45.76340565,QURU1,0.80335,117.357309,94.27899418
1911,5/23/2014,AC107,Adrienne,240,PIST,0.38,7.2,6.2,6.6,4,6.7,3.333333333,34.90658504,PIST4,0.267329766,12.82544729,3.428623817
1911,5/23/2014,AC107,Adrienne,240,PIST,0.32,9.6,9.1,5.0,5,7.9,3.95,49.01669938,PIST5,0.067965232,17.41028761,1.183294234
1911,5/23/2014,AC107,Adrienne,0,POGR,0.50,5.0,5.3,5.6,3,5.3,2.65,22.06183441,POGR3,0.284290647,11.04269818,3.139335811
1911,5/23/2014,AC107,Adrienne,0,POGR,0.56,5.4,5.2,5.0,4,5.2,2.6,21.23716634,POGR4,0.267329766,11.89867746,3.180870654
1911,5/23/2014,AC107,Adrienne,120,POGR,0.93,7.1,7.0,6.7,3,6.9,3.466666667,37.75496238,POGR3,0.284290647,35.29147377,10.03303592
1911,5/23/2014,AC107,Adrienne,120,POGR,0.74,6.2,6.7,5.7,4,6.2,3.1,30.1907054,POGR4,0.267329766,23.29040658,6.22621893
1911,5/23/2014,AC107,Adrienne,240,Stump - PIST,0.66,77.0,85.0,154.5,4,105.5,52.75,8741.677908,Stump - PIST4,,5522.874725,0
BP1954,5/19/2014,BF1,Fiona,0,POGR,0.45,5.6,5.9,5,5,5.5,2.75,23.75829444,POGR5,0.067965232,11.10474463,0.754736544
BP1954,5/19/2014,BF1,Fiona,0,POGR,0.97,5.4,6,5.1,5,5.5,2.75,23.75829444,POGR5,0.067965232,24.14639895,1.641115604
BP1954,5/19/2014,BF1,Fiona,0,POGR,1.15,6,7.3,5.2,5,6.2,3.083333333,29.86694682,POGR5,0.067965232,37.84139981,2.571899513
BP1954,5/19/2014,BF1,Fiona,120,POGR,0.87,7,6.6,6.8,3,6.8,3.4,36.31681108,POGR3,0.284290647,31.1400947,8.852837675
BP1954,5/19/2014,BF1,Fiona,120,POGR,0.38,5,5,5,1,5.0,2.5,19.63495408,POGR1,0.598686865,7.461282552,4.466971858
BP1954,5/19/2014,BF1,Fiona,120,POGR,0.48,5,5.5,5,3,5.2,2.583333333,20.96576764,POGR3,0.284290647,10.39867168,2.956245102
BP1954,5/19/2014,BF1,Fiona,120,POGR,2.3,6.2,5.6,6,4,5.9,2.966666667,27.64950601,POGR4,0.267329766,61.86371894,16.53801348
BP1954,5/19/2014,BF1,Fiona,120,Stump - POGR,0.83,9,7.6,6.4,4,7.7,3.833333333,46.16395872,Stump - POGR4,,38.51744437,0
BP1954,5/19/2014,BF2,Flo,0,POGR,1.14,14,13.5,7,5,11.5,5.75,103.8689071,POGR5,0.067965232,133.2585064,9.056945288
BP1954,5/19/2014,BF2,Flo,0,POGR,4.49,13.8,10.5,7.8,3,10.7,5.35,89.92023573,POGR3,0.284290647,410.5831477,116.7249488
BP1954,5/19/2014,BF2,Flo,240,POGR,4.46,5,6.4,8,3,6.5,3.233333333,32.84360586,POGR3,0.284290647,148.3584668,42.17692452
BP1954,5/19/2014,BF2,Flo,240,POGR,3.95,8.3,7.3,6.1,3,7.2,3.616666667,41.09290457,POGR3,0.284290647,164.3196947,46.71455236
BP1954,5/19/2014,BF2,Flo,240,QURU,1.63,8.5,8.2,7.6,2,8.1,4.05,51.5299735,QURU2,0.5925,84.60195133,50.12665617
BP1954,5/19/2014,BF2,Flo,240,QURU,0.82,5.7,5.9,6.7,3,6.1,3.05,29.22466566,QURU3,0.43043,23.63147882,10.17169743
BP1954,5/19/2014,BF2,Flo,240,Stump Piece - PIST,0.43,5,16.9,19,2,13.6,6.816666667,145.9802113,Stump Piece - PIST2,0.377954178,76.70886996,28.99243788
BP52,5/23/2014,BF7,,0,ACRU,1.57,5.0,5.3,6.0,2,5.4,2.716666667,23.18582645,ACRU2,0.409,36.06333691,14.7499048
BP52,5/23/2014,BF7,,120,PIST,0.81,7.6,5.4,5.0,2,6.0,3,28.27433388,PIST2,0.377954178,22.17273263,8.380276933
BP52,5/23/2014,BF7,,120,POGR,3.13,10.9,9.3,9.7,4,10.0,4.983333333,78.01709023,POGR4,0.267329766,236.5946256,63.24878578
BP52,5/23/2014,BF7,,120,POGR,0.38,7.6,7.7,7.4,4,7.6,3.783333333,44.96753551,POGR4,0.267329766,17.24053688,4.608908683
BP52,5/23/2014,BF7,,0,QURU,3.21,6.8,7.2,5.0,2,6.3,3.166666667,31.503193,QURU2,0.5925,109.198462,64.70008872
BP52,5/23/2014,BF7,,0,QURU,4.31,6.4,8.6,8.6,3,7.9,3.933333333,48.60392901,QURU3,0.43043,221.0673824,95.15403341
BP52,5/23/2014,BF7,,0,QURU,2.83,5.0,6.3,6.2,5,5.8,2.916666667,26.72535417,QURU5,0.2341,79.04579602,18.50462085
BP52,5/23/2014,BF7,,0,QURU,1.22,5.1,6.3,6.6,3,6.0,3,28.27433388,QURU3,0.43043,35.55827353,15.30534768
BP52,5/23/2014,BF7,,240,QURU,0.30,5.6,5.6,5.0,3,5.4,2.7,22.90221044,QURU3,0.43043,7.007322414,3.016161787
BP52,5/23/2014,BF8,,240,ACRU,1.54,6.1,6.0,5.0,2,5.7,2.85,25.51758633,ACRU2,0.409,40.48039,16.55647951
BP52,5/23/2014,BF8,,0,BEPA,1.25,14.7,14.0,14.3,5,14.3,7.166666667,161.3556893,BEPA5,0.168403771,199.3896862,33.57797511
BP52,5/23/2014,BF8,,0,BEPA,1.11,9.9,11.9,14.7,5,12.2,6.083333333,116.2607448,BEPA5,0.168403771,129.3245255,21.77873781
BP52,5/23/2014,BF8,,0,BEPA,0.58,13.7,12.6,14.8,5,13.7,6.85,147.4113813,BEPA5,0.168403771,82.24990636,13.85119442
BP52,5/23/2014,BF8,,0,BEPA,0.68,11.4,11.2,12.3,5,11.6,5.816666667,106.2914241,BEPA5,0.168403771,70.99313483,11.95551164
BP52,5/23/2014,BF8,,0,POGR,1.44,9.2,9.2,9.4,3,9.3,4.633333333,67.44301296,POGR3,0.284290647,96.7736201,27.51183509
BP52,5/23/2014,BF8,,0,POGR,1.46,10.0,10.3,11.2,4,10.5,5.25,86.59014751,POGR4,0.267329766,125.3666686,33.51424211
BP52,5/23/2014,BF8,,0,POGR,2.35,8.2,7.7,7.0,1,7.6,3.816666667,45.76340565,POGR1,0.598686865,108.2371608,64.80016644
BP52,5/23/2014,BF8,,0,POGR,1.64,7.5,12.7,8.2,5,9.5,4.733333333,70.38563807,POGR5,0.067965232,138.5644469,9.417564768
BP52,5/23/2014,BF8,,0,POGR,1.09,8.0,7.8,8.5,3,8.1,4.05,51.5299735,POGR3,0.284290647,55.16462603,15.68278723
BP52,5/23/2014,BF8,,240,POGR,1.16,9.2,10.6,9.6,5,9.8,4.9,75.42963961,POGR5,0.067965232,91.22766187,6.200309194
BP36,5/23/2014,BP36#1,Torple,0,POGR,0.29,5.3,5.2,5.0,1,5.2,2.583333333,20.96576764,POGR1,0.598686865,6.101457262,3.652862319
BP36,5/23/2014,BP36#1,Torple,0,POGR,5.90,12.1,14.7,16.6,3,14.5,7.233333333,164.3716183,POGR3,0.284290647,985.4961479,280.1673377
BP36,5/23/2014,BP36#1,Torple,120,POGR,1.71,6.9,8.1,8.0,4,7.7,3.833333333,46.16395872,POGR4,0.267329766,81.369763,21.75255967
BP36,5/23/2014,BP36#1,Torple,120,POGR,0.68,5.9,5.4,5.0,3,5.4,2.716666667,23.18582645,POGR3,0.284290647,15.75419704,4.478770872
BP36,5/23/2014,BP36#1,Torple,120,POGR,0.53,5.1,5.0,5.2,1,5.1,2.55,20.42820623,POGR1,0.598686865,10.72219028,6.41923448
BP36,5/23/2014,BP36#1,Torple,240,POGR,4.49,6.1,7.2,8.6,3,7.3,3.65,41.85386813,POGR3,0.284290647,188.4822205,53.58373245
BP36,5/23/2014,BP36#1,Torple,240,POGR,0.45,12.3,11.0,11.6,5,11.6,5.816666667,106.2914241,POGR5,0.067965232,46.57901983,3.165753884
BP36,5/23/2014,BP36#1,Torple,240,POGR,3.34,7.5,7.6,5.0,4,6.7,3.35,35.25652355,POGR4,0.267329766,127.5632963,34.1014661
BP36,5/23/2014,BP36#1,Torple,240,POGR,0.43,13.5,10.8,8.9,5,11.1,5.533333333,96.18858574,POGR5,0.067965232,41.46428446,2.818129708
BP36,5/23/2014,BP36#1,Torple,120,Stump - PIST,0.70,40.4,49.4,53.0,3,47.6,23.8,1779.523743,Stump - PIST3,0.284290647,736.2609054,209.3120893
BP36,5/23/2014,BP36#1,Torple,120,Stump - PIST,0.42,32.0,19.0,7.5,1,19.5,9.75,298.6476516,Stump - PIST1,0.598686865,140.3447613,84.02256513
BP36,5/23/2014,BP36#1,Torple,0,Stump - POGR,0.55,43.6,11.2,7.3,4,20.7,10.35,336.535259,Stump - POGR4,,199.8007767,0
BP36,5/23/2014,BP36#2,Tina,120,?,0.78,7.0,7.7,6.5,3,7.1,3.54,39.3691825,?3,0.335621703,32.12219426,10.78090555
BP36,5/23/2014,BP36#2,Tina,240,POGR,1.15,14.7,13.0,10.9,4,12.9,6.433333333,130.0235386,POGR4,0.267329766,151.3926955,40.47177379
BP36,5/23/2014,BP36#2,Tina,240,POGR,0.64,11.4,10.4,10.5,4,10.8,5.383333333,91.04422777,POGR4,0.267329766,57.32694498,15.32519876
BP36,5/23/2014,BP36#2,Tina,240,POGR,0.48,8.8,9.3,9.2,4,9.1,4.55,65.03882191,POGR4,0.267329766,31.57049289,8.439732463
BP36,5/23/2014,BP36#2,Tina,240,POGR,0.29,9.3,9.6,10.0,4,9.6,4.816666667,72.88582223,POGR4,0.267329766,21.10968313,5.643246641
BP36,5/23/2014,BP36#2,Tina,240,POGR,0.84,7.8,8.0,8.6,5,8.1,4.066666667,51.95496117,POGR5,0.067965232,43.32256269,2.944428019
BP36,5/23/2014,BP36#2,Tina,240,POGR,0.29,5.0,5.2,6.2,2,5.5,2.733333333,23.47118778,POGR2,0.377954178,6.672009758,2.521713963
BP36,5/23/2014,BP36#2,Tina,240,POGR,0.56,7.3,7.2,7.6,4,7.4,3.683333333,42.621813,POGR4,0.267329766,23.60456584,6.310203052
BP36,5/23/2014,BP36#2,Tina,240,POGR,0.50,5.4,6.4,5.2,5,5.7,2.833333333,25.22000769,POGR5,0.067965232,13.48005048,0.916174757
BP36,5/23/2014,BP36#2,Tina,0,POGR,2.35,5.4,6.7,7.3,1,6.5,3.233333333,32.84360586,POGR1,0.598686865,79.1553067,47.3892424
BP36,5/23/2014,BP36#2,Tina,0,POGR,0.90,5.6,6.1,5.0,1,5.6,2.783333333,24.33774375,POGR1,0.598686865,23.02473256,13.78460495
BP36,5/23/2014,BP36#2,Tina,120,POGR,0.85,6.0,5.9,5.0,5,5.6,2.816666667,24.92417438,POGR5,0.067965232,21.75448193,1.478548409
BP36,5/23/2014,BP36#2,Tina,120,POGR,0.89,5.2,5.1,6.6,4,5.6,2.816666667,24.92417438,POGR4,0.267329766,21.296333,5.693143708
BP36,5/23/2014,BP36#2,Tina,120,POGR,1.26,7.6,7.0,7.1,3,7.2,3.616666667,41.09290457,POGR3,0.284290647,50.97603218,14.49200918
BP36,5/23/2014,BP36#2,Tina,240,POGR,2.95,20.4,17.3,17.8,4,18.5,9.25,268.8025214,POGR4,0.267329766,769.388869,205.680546
BP36,5/23/2014,BP36#2,Tina,240,Stump - PIST,0.25,24.0,15.5,7.0,1,15.5,7.75,188.6919088,Stump - PIST1,0.598686865,51.90172863,31.07288319
BP36,5/23/2014,BP36#2,Tina,120,Stump - PIST,0.48,61.0,58.0,50.0,4,56.3,28.16666667,2492.417438,Stump - PIST4,,1218.121136,0
BP80,5/28/2014,BP80#1,,0,?,0.53,7.4,7.1,5.0,5,6.5,3.25,33.1830724,?5,0.160673856,18.63600616,2.994318973
BP80,5/28/2014,BP80#1,,120,?,1.34,5.3,5.2,5.0,2,5.2,2.583333333,20.96576764,?2,0.431413192,28.19294045,12.16280643
BP80,5/28/2014,BP80#1,,240,PIST,0.55,6.6,5.8,5.0,3,5.8,2.9,26.42079422,PIST3,0.284290647,14.6235902,4.157349923
BP80,5/28/2014,BP80#1,,240,PIST,0.72,6.2,7.6,5.0,3,6.3,3.133333333,30.84345854,PIST3,0.284290647,24.88895364,7.075696737
BP80,5/28/2014,BP80#1,,0,POGR,1.20,5.7,5.4,5.0,4,5.4,2.683333333,22.62033977,POGR4,0.267329766,27.26745344,7.289401934
BP80,5/28/2014,BP80#1,,0,POGR,0.60,5.0,7.0,5.0,2,5.7,2.833333333,25.22000769,POGR2,0.377954178,17.12167996,6.471210474
BP80,5/28/2014,BP80#1,,120,Stump - PIST,0.35,26.5,14.5,11.5,3,17.5,8.75,240.5281875,Stump - PIST3,0.284290647,65.24327087,18.5480517
BP80,5/28/2014,BP80#1,,240,Stump - PIST,0.22,18.0,13.3,9.5,2,13.6,6.8,145.2672443,Stump - PIST2,0.377954178,26.98467083,10.19896908
BP80,5/28/2014,BP80#1,,0,Stump - POGR,0.67,7.1,5.7,5.9,3,6.2,3.116666667,30.51620931,Stump - POGR3,0.284290647,13.03285458,3.705118663
BP80,5/28/2014,BP80#2,,240,?,0.45,6.4,7.3,5.0,5,6.2,3.116666667,30.51620931,?5,0.160673856,15.06550757,2.420633196
BP80,5/28/2014,BP80#2,,240,?,0.27,5.0,6.3,5.0,5,5.4,2.716666667,23.18582645,?5,0.160673856,6.79927044,1.092465
BP80,5/27/2014,BP80#2,,120,?,0.25,11.8,12.1,11.9,5,11.9,5.966666667,111.8441891,?5,0.160673856,28.15783315,4.524227633
BP80,5/28/2014,BP80#2,,240,POGR,1.17,5.9,6.1,5.2,3,5.7,2.866666667,25.8169103,POGR3,0.284290647,31.24007589,8.881261391
BP80,5/27/2014,BP80#2,,0,POGR,0.34,10.7,11.7,11.6,2,11.3,5.666666667,100.8800308,POGR2,0.377954178,34.88105087,13.18343891
BP80,5/27/2014,BP80#2,,0,POGR,1.74,13.5,13.0,11.0,4,12.5,6.25,122.718463,POGR4,0.267329766,218.5979073,58.43772731
BP80,5/27/2014,BP80#2,,120,POGR,1.11,7.6,5.0,5.0,3,5.9,2.933333333,27.03165945,POGR3,0.284290647,28.44366573,8.086268137
BP80,5/27/2014,BP80#2,,120,POGR,1.32,5.7,6.4,6.0,3,6.0,3.016666667,28.58936581,POGR3,0.284290647,38.92731749,11.06667228
BP80,5/27/2014,BP80#2,,120,POGR,0.22,7.2,6.3,6.0,2,6.5,3.25,33.1830724,POGR2,0.377954178,7.210426379,2.725210774
BP80,5/27/2014,BP80#2,,120,Stump - PIST,0.22,5.2,8.3,10.2,3,7.9,3.95,49.01669938,Stump - PIST3,0.284290647,5.860019322,1.665948685
BP80,5/27/2014,BP80#2,,0,Stump - PIST,?,15.0,32.0,45.0,4,30.7,15.33333333,738.6233394,Stump - PIST4,,#VALUE!,#VALUE!
BP80,5/27/2014,BP80#2,,120,Stump - PIST,0.40,39.0,17.0,6.0,4,20.7,10.33333333,335.4522822,Stump - PIST4,,151.8436449,0
